Entry_Date,Entry_Price,Exit_Date,Exit_Price,PnL,Return_Pct,Exit_Reason
2022-04-21,17234.599609375,2022-04-26,17121.30078125,-857.3917044372155,-0.008573917044372157,Signal
2022-04-27,17073.349609375,2022-04-28,17189.5,480.3023031943401,0.004803023031943356,Signal
2022-04-29,17329.25,2022-05-02,16924.44921875,-2535.9394160162733,-0.02535939416016275,Signal
2022-07-08,16273.650390625,2022-07-13,16128.2001953125,-1093.777313762938,-0.010937773137629335,Signal
2022-07-18,16151.400390625,2022-08-16,17797.19921875,9989.821243489794,0.09989821243489794,Take_Profit
2022-08-17,17868.150390625,2022-09-26,17156.30078125,-4183.902048129676,-0.04183902048129673,Signal
2022-10-20,17423.099609375,2022-12-23,17977.650390625,2982.8480217814285,0.029828480217814368,Signal
2023-04-06,17533.849609375,2023-07-03,19246.5,9567.68039409486,0.09567680394094857,Take_Profit
2023-07-04,19406.599609375,2023-08-28,19298.349609375,-757.7999349649398,-0.007577999349649421,Signal
2023-09-04,19525.05078125,2023-09-29,19581.19921875,87.57127512272393,0.0008757127512273328,Signal
2023-10-03,19622.400390625,2023-10-04,19446.30078125,-1097.4417291940244,-0.010974417291940262,Signal
2023-10-09,19539.44921875,2023-10-10,19565.599609375,-66.16618343619348,-0.0006616618343620023,Signal
2023-10-11,19767.0,2023-10-23,19521.599609375,-1441.4650206151668,-0.014414650206151623,Signal
2023-11-16,19674.69921875,2023-12-27,21497.650390625,9065.458910486044,0.09065458910486046,Take_Profit
2023-12-28,21715.0,2024-03-20,21843.900390625,393.600693644946,0.003936006936449356,Signal
2024-03-22,21932.19921875,2024-04-18,22212.349609375,1077.347464478151,0.010773474644781402,Signal
2024-04-23,22447.05078125,2024-05-10,21990.94921875,-2231.899722350079,-0.022318997223500836,Signal
2024-05-17,22415.25,2024-06-05,22128.349609375,-1479.9339316982857,-0.01479933931698285,Signal
2024-06-06,22798.599609375,2024-08-29,25035.30078125,9610.695438307743,0.09610695438307748,Take_Profit
2024-08-30,25249.69921875,2024-10-07,25084.099609375,-855.8478496727142,-0.008558478496727194,Signal
2024-10-15,25186.30078125,2024-10-16,25008.55078125,-905.7407975224627,-0.009057407975224583,Signal
2024-12-06,24729.44921875,2024-12-18,24297.94921875,-1944.8831803048586,-0.019448831803048572,Signal
2025-01-03,24196.400390625,2025-01-06,24045.80078125,-822.4050145630359,-0.008224050145630322,Signal
2025-03-21,23168.25,2025-04-07,21758.400390625,-6285.265867620558,-0.0628526586762056,Signal
2025-04-16,23344.099609375,2025-07-21,24999.0,6889.159223602658,0.06889159223602648,Signal
2025-07-22,25166.650390625,2025-07-28,24782.44921875,-1726.6281603296773,-0.017266281603296796,Signal
2025-08-21,25142.0,2025-08-25,24949.150390625,-967.041640979238,-0.00967041640979238,Signal
2025-09-11,24945.5,2025-09-29,24728.55078125,-1069.692805315588,-0.010696928053155917,Signal
2025-10-06,24916.55078125,2025-12-04,25981.849609375,4075.4666866918433,0.04075466686691853,Signal
